fsa_id,name,address,postcode,easting,northing,latitude,longitude,local_authority
467994,Fox And Hounds,"Church Hill, Bramhope, Leeds",LS16 9BA,424871,443380,53.886021,-1.623111,Leeds
467995,Fox And Hounds,"Hall Park Road, Walton, Wetherby",LS23 7DQ,444437,447902,53.925352,-1.324798,Leeds
467996,Fox And Hounds (Cookridge),"Tinshill Road, Cookridge, Leeds",LS16 7BT,424500,439248,53.848887,-1.629079,Leeds
468039,Fulneck Golf Club,"Fulneck, Pudsey, Leeds",LS28 8NT,430607,436331,53.822365,-1.53655,Leeds
468051,Further North Bar,"194 Harrogate Road, Moortown, Leeds",LS7 4NZ,430492,437265,53.830758,-1.538198,Leeds
468067,Gaping Goose,"41 Selby Road, Garforth, Leeds",LS25 1LR,439773,432471,53.787037,-1.397811,Leeds
468068,Garden Gate,"3 Whitfield Place, Hunslet, Leeds",LS10 2QB,431242,431708,53.780769,-1.527365,Leeds
468069,Gardeners Arms,"Wide Lane, Morley, Leeds",LS27 8SU,427896,427840,53.746202,-1.578489,Leeds
468072,Garforth Country Club,"Aberford Road, Garforth, Leeds",LS25 1PZ,440524,433582,53.796965,-1.386267,Leeds
468076,Garforth Golf Club,"Long Lane, Barwick In Elmet, Leeds",LS25 2DS,440212,435670,53.815764,-1.390731,Leeds
468085,Garforth Working Mens Club Committee,"55 Barleyhill Road, Garforth, Leeds",LS25 1AU,439897,433078,53.792492,-1.395835,Leeds
468127,Gildersome Arms,"Gelderd Road, Gildersome, Morley, Leeds",LS27 7LL,425131,428890,53.755771,-1.620329,Leeds
468128,Gildersome Conservative Club,"Street Lane, Gildersome, Morley, Leeds",LS27 7HX,424298,428951,53.756349,-1.632957,Leeds
468130,Gildersome Sports Club,"Street Lane, Gildersome, Leeds",LS27 7HP,424211,428483,53.752156,-1.634313,Leeds
468136,Gipton Working Mens Club,"Coldcotes Circus, Harehills, Leeds",LS9 6QE,433414,434787,53.808307,-1.494072,Leeds
468151,Goals Soccer Centre,"Redcote Lane, Armley, Leeds",LS4 2AW,427164,434487,53.805965,-1.589005,Leeds
468161,Golden Lion Hotel,"42 Beeston Road, Beeston, Leeds",LS11 8RP,429641,432036,53.78381,-1.551629,Leeds
468195,Great Preston Snooker And Sports Club,"Berry Lane, Great Preston, Leeds",LS26 8AX,440325,429567,53.760914,-1.389811,Leeds
468269,Groove Pad Beer And Vinyls,"Unit 9, Orchard Gate, Market Street, Otley",LS21 3NX,420278,445491,53.905186,-1.692842,Leeds
468275,Grove Hill Club,"Grove Hill House, Ilkley Road, Otley",LS21 3JN,419686,445331,53.903781,-1.701863,Leeds
468276,Grove Inn,"4 Back Row, Holbeck, Leeds",LS11 5PL,429883,432830,53.790933,-1.547894,Leeds
468284,Guiseley Cricket Club,"Otley Road, Guiseley, Leeds",LS20 8BT,418533,442313,53.876689,-1.719593,Leeds
468285,Guiseley Factory WMC,"6 Town Street, Guiseley, Leeds",LS20 9DT,419466,442387,53.87732,-1.705397,Leeds
468309,Half Moon Inn,"Harewood Road, Collingham, Wetherby",LS22 5BL,438641,445929,53.908075,-1.413303,Leeds
468310,Half Way House,"727 Leeds And Bradford Road, Bramley, Leeds",LS28 6PE,423098,434916,53.810025,-1.650713,Leeds
468311,Halfway House,"452 Leeds Road, Lofthouse, Wakefield",WF3 3AB,432535,427304,53.741108,-1.508206,Leeds
468312,Halfway House,"Bruntcliffe Road, Morley, Leeds",LS27 0BL,425618,426856,53.737474,-1.61311,Leeds
468314,Hall Park Cricket Club,"Broadway, Horsforth, Leeds",LS18 5JY,423266,437983,53.837583,-1.647931,Leeds
468318,Halton Moor Sports And Social Club,"Cartmell Drive, Halton, Leeds",LS15 0DE,434013,433350,53.795345,-1.485134,Leeds
468345,Hare And Hounds,"7 Batley Road, Tingley, Wakefield",WF3 1DU,427832,424476,53.715962,-1.579761,Leeds
468346,Hare And Hounds Inn,"Commercial Street, Rothwell, Leeds",LS26 0QD,434367,428129,53.748406,-1.48034,Leeds
468348,Harehills Labour Club,"Florence Street, Harehills, Leeds",LS9 7BX,432187,434813,53.808618,-1.512701,Leeds
468349,Harehills Labour Club (Catering),"Florence Street, Harehills, Leeds",LS9 7BX,432187,434813,53.808618,-1.512701,Leeds
468352,Harehills Liberal Club,"Seaforth Road, Harehills, Leeds",LS9 6BJ,432592,434954,53.80986,-1.506536,Leeds
468359,Harehills WMC,"34 Cowper Road, Harehills, Leeds",LS9 7AP,432238,434879,53.809208,-1.51192,Leeds
468386,Hawkhill Tavern,"46 - 48 Park Road, Guiseley, Leeds",LS20 8AR,419074,441767,53.871762,-1.711398,Leeds
468388,Hawkworth Wood Conservative Club,"Cragside Walk, Kirkstall, Leeds",LS5 3LX,424972,437006,53.828732,-1.622086,Leeds
468393,Head Of Steam,"11 - 13 North Lane, Headingley, Leeds",LS6 3HG,427830,436150,53.820894,-1.578742,Leeds
468394,Head Of Steam,"7 Park Row, Leeds",LS1 5HD,429955,433566,53.797542,-1.546719,Leeds
468416,Hedley Verity,"43A - 47 Woodhouse Lane, Woodhouse, Leeds",LS1 3HQ,429790,434246,53.803655,-1.549155,Leeds
468447,Hi Fi Club,"2 Central Road, Leeds",LS1 6DE,430325,433451,53.796488,-1.541109,Leeds
468449,Hideout Pudsey,"57 - 59 Lidget Hill, Pudsey",LS28 7LJ,422226,433525,53.797562,-1.664049,Leeds
468452,High Royds Sport And Social Club,"High Royds Social Club, Clock Tower, Guiseley Drive, Menston",LS29 6GU,417518,442899,53.881992,-1.734997,Leeds
468455,Highland Inn,"36 - 38 Cavendish Street, Woodhouse, Leeds",LS3 1LY,428791,433906,53.800664,-1.564354,Leeds
468478,Holbeck Bowling Club,"St Anthonys Road, Beeston, Leeds",LS11 8DP,428357,430554,53.770561,-1.571251,Leeds
468539,Horse And Farrier,"Bridge Street, Otley",LS21 1BQ,420209,445699,53.907059,-1.693879,Leeds
468540,Horse And Trumpet,"51 - 53 The Headrow, Leeds",LS1 6LR,430206,433738,53.799066,-1.542888,Leeds
468544,Horsforth Conservative Club,"79 Town Street, Horsforth, Leeds",LS18 5BP,423832,438144,53.839004,-1.639317,Leeds
468545,Horsforth Golf Club,"Layton Rise, Horsforth, Leeds",LS18 5EX,422645,439362,53.849995,-1.657266,Leeds
468547,Horsforth Hotel,"Featherbank Lane, Horsforth, Leeds",LS18 4NA,423843,437469,53.832937,-1.639202,Leeds
468566,Howl,"112 Vicar Lane, Leeds",LS2 7NL,430438,433812,53.799726,-1.539358,Leeds
468567,Howley Hall Golf Club,"Scotchman Lane, Morley, Leeds",LS27 0NX,425380,425502,53.725308,-1.616829,Leeds
468579,Hunslet Carr Sports And Social Club,"Moor Road, Hunslet, Leeds",LS10 2JJ,430876,430746,53.772135,-1.533015,Leeds
468582,Hunslet Independant Supporters Trust,"John Charles Centre For Sport, Middleton Grove, Beeston, Leeds",LS11 5DJ,430291,429862,53.764243,-1.541977,Leeds
468590,Hyde Park Hotel,"2 Headingley Lane, Headingley, Leeds",LS6 2AS,428929,435514,53.815109,-1.562109,Leeds
468657,Inn At Scarcroft,"Wetherby Road, Scarcroft, Leeds",LS14 3AT,436448,441830,53.871403,-1.447168,Leeds
468699,J D Wetherspoon - The Golden Beam,"Richmond Road, Headingley, Leeds",LS6 1BX,428299,435588,53.815807,-1.571669,Leeds
468722,Jakes Bar And Still Room,"27 - 29 Call Lane, Leeds",LS1 7BT,430340,433316,53.795265,-1.540895,Leeds
468737,JD Wetherspoon - Stick Or Twist,"Merrion Way, Leeds",LS2 8PD,430209,434138,53.80267,-1.542802,Leeds
468749,Jigger And Jar,"D And C Events Ltd, 40 Main Street, Garforth, Leeds",LS25 1AA,440412,433348,53.79488,-1.388001,Leeds
468779,Jubilee Social Club,"Melville Place, Woodhouse, Leeds",LS6 2LZ,429771,435639,53.816194,-1.549309,Leeds
468781,Jug And Barrel,"56 - 58 Town Street, Stanningley, Pudsey",LS28 6EZ,422349,434612,53.807325,-1.662109,Leeds
468795,Junction Inn,"44 Bondgate, Otley",LS21 1AD,420361,445367,53.904069,-1.691587,Leeds
468901,King On The Lane,"1 Moor Allerton Centre, King Lane, Moortown, Leeds",LS17 5NY,429652,438836,53.844934,-1.550809,Leeds
468905,Kings Arms Public House,"Greenside, Pudsey",LS28 8PU,421743,432795,53.79102,-1.671438,Leeds
468911,Kippax Central W M Club,"Back Lane, Kippax, Leeds",LS25 7QB,441904,430203,53.766496,-1.365776,Leeds
468912,Kippax Ex Service And Social Club,"Church Lane, Kippax, Leeds",LS25 7HF,441592,430335,53.767708,-1.370491,Leeds
468915,Kippax W S S Club No Boots Allowed,"Longdike Lane, Kippax, Leeds",LS25 7BP,442150,430020,53.764832,-1.362069,Leeds
468921,Kirkstall Bridge Inn,"12 Bridge Road, Kirkstall, Leeds",LS5 3BW,426012,435612,53.816152,-1.606403,Leeds
469022,Lawnswood Arms,"Otley Road, Adel, Leeds",LS16 7PH,426979,440318,53.85839,-1.591304,Leeds
469023,Lawnswood Red Triangle,"Otley Old Road, Cookridge, Leeds",LS16 6HQ,426645,438723,53.844072,-1.59652,Leeds
469030,Lazy Lounge,"Unit D2, West Point, Wellington Street, Leeds",LS1 4JY,429522,433385,53.795941,-1.553306,Leeds
469042,Leeds Academy,"55 Cookridge Street, Leeds",LS2 3AW,429895,434046,53.801861,-1.54758,Leeds
469064,Leeds Golf Club,"Cobble Hall Links, Elmete Lane, Roundhay, Leeds",LS8 2LJ,433870,437642,53.833937,-1.486834,Leeds
469065,Leeds Grand Theatre And Opera House,"46 New Briggate, Leeds",LS1 6NU,430314,433826,53.799859,-1.54124,Leeds
469082,Leeds Postal Sports Association Club,"Beecroft Street, Kirkstall, Leeds",LS5 3AS,426394,435486,53.814992,-1.600612,Leeds
469100,Leeds University (Terrace Bar),"Lifton Place, Woodhouse, Leeds",LS2 9JZ,429179,434653,53.807357,-1.558393,Leeds
469101,Leeds University Student Union (Old Bar),"Lifton Place, Woodhouse, Leeds",LS2 9JZ,429179,434653,53.807357,-1.558393,Leeds
469102,Leeds University Student Union (Stylus And Function),"Lifton Place, Woodhouse, Leeds",LS2 9JZ,429179,434653,53.807357,-1.558393,Leeds
469106,Leeds West Indian Centre,"10 Laycock Place, Chapeltown, Leeds",LS7 3JA,430628,435204,53.812226,-1.536336,Leeds
469192,Liv Bar,"62 - 64 New Briggate, Leeds",LS1 6NU,430358,433905,53.800565,-1.540568,Leeds
469312,Main Line Social Club,"Pudsey Road, Bramley, Leeds",LS13 4LS,425101,433377,53.7961,-1.62042,Leeds
469321,Malt Shovel Inn,"21 Crab Lane, Armley, Leeds",LS12 3AG,427263,433570,53.797727,-1.587583,Leeds
469336,Manahatta,"The Arc, North Lane, Headingley, Leeds",LS6 3JJ,427648,436141,53.820824,-1.581508,Leeds
469384,Masonic Hall,"Deighton Road, Wetherby, Leeds",LS22 7SZ,440555,448731,53.933121,-1.3838,Leeds
469385,Masons Arms,"64 Lowtown, Pudsey",LS28 7AA,422434,433511,53.797426,-1.660898,Leeds
469435,Mean Eyed Cat Bar,"12 - 14 Merrion Street, Leeds",LS1 6PQ,430394,433897,53.800493,-1.540018,Leeds
469439,Meanwood Conservative Club,"Meanwood Road, Meanwood, Leeds",LS6 4AZ,428638,436912,53.82769,-1.566414,Leeds
469446,Mecca Bingo (Cross Gates),"Cross Gates Road, Cross Gates, Leeds",LS15 7PE,436030,434887,53.809032,-1.454337,Leeds
469447,Mecca Bingo (Hunslet),"Balm Road, Hunslet, Leeds",LS10 2HU,431080,430985,53.77428,-1.529896,Leeds
469448,Mecca Bingo (Leeds),"50 New York Street, Leeds",LS2 7DY,430615,433429,53.796274,-1.536709,Leeds
469469,Merkur Cashino,"Ground Floor, 12C - 12D Austhorpe Road, Cross Gates, Leeds",LS15 8DX,436244,434697,53.807308,-1.451113,Leeds
469470,Merkur Slots,"377 - 379 Harehills Lane, Leeds",LS9 6AP,432481,434822,53.808679,-1.508239,Leeds
469474,Methley Ex Services Club,"Main Street, Methley, Leeds",LS26 9HZ,439621,427181,53.739505,-1.400794,Leeds
469479,Methley WMC,"21 Pinfold Lane, Methley, Leeds",LS26 9AA,440097,426892,53.73688,-1.393616,Leeds
469480,Mews,"16 Bank Street, Wetherby",LS22 6NQ,440377,448259,53.928892,-1.386573,Leeds
469481,Mexborough Arms,"8 Main Street, Thorner, Leeds",LS14 3DX,437781,440382,53.858303,-1.427074,Leeds
469513,Milford Rl Sports Club,"Beecroft Street, Kirkstall, Leeds",LS5 3AS,426394,435486,53.814992,-1.600612,Leeds
469519,Miller And Carter,"1 Selby Road, Garforth, Leeds",LS25 1NB,439155,432500,53.787354,-1.407186,Leeds
469530,Mine,"Lifton Place, Woodhouse, Leeds",LS2 9JZ,429179,434653,53.807357,-1.558393,Leeds
469531,Miners Arms,"4 Aberford Road, Garforth, Leeds",LS25 1PX,440530,433534,53.796542,-1.386182,Leeds
469537,Mint Warehouse,"Unit F Aquatite House, 175 Water Lane, Holbeck, Leeds",LS11 9UD,429266,432783,53.790536,-1.557249,Leeds
469543,Mission Nightclub,"Units 8 To 13, Heatons Court, Leeds",LS1 4LJ,430204,433254,53.794716,-1.542966,Leeds
469574,Mojo,"18 Merrion Street, Leeds",LS1 6PQ,430394,433897,53.800493,-1.540018,Leeds
469587,Mook,"7 Hirsts Yard, Leeds",LS1 6NJ,430269,433370,53.795764,-1.541967,Leeds
469599,Moorside Social Club,"Woodhouse Street, Woodhouse, Leeds",LS6 2NY,429419,435402,53.814084,-1.554677,Leeds
469602,Moortown Social Club,"Cranmer Gardens, Moortown, Leeds",LS17 5LA,429447,439276,53.848892,-1.553883,Leeds
469605,Moot Hall Arms,"11 Mill Hill, Leeds",LS1 5DQ,430047,433312,53.795246,-1.545343,Leeds
469610,Morley Conservative Club,"Chapel Hill, Morley, Leeds",LS27 9JH,426358,428185,53.749383,-1.60178,Leeds
469611,Morley Cricket And Sports Club,"Scatcherd Lane, Morley, Leeds",LS27 0JJ,425674,427397,53.742326,-1.612217,Leeds
469617,Morley Masonic Club,"Bruntcliffe Road, Morley, Leeds",LS27 0QG,425453,426972,53.738516,-1.615602,Leeds
469618,Morley Mercantile Club,"16 Commercial Street, Morley, Leeds",LS27 8HN,426463,427786,53.745791,-1.600221,Leeds
469621,Morley Rugby Football Club,"Scatcherd Lane, Morley, Leeds",LS27 0JJ,425674,427397,53.742326,-1.612217,Leeds
469623,Morley Sports Lounge,"Second Floor, High Point House, Queen Street, Morley",LS27 9EB,426449,427567,53.743823,-1.600452,Leeds
469624,Morley United Services Club Ltd,"High Street, Morley, Leeds",LS27 9AL,426628,427329,53.741667,-1.597759,Leeds
469658,Mr Blakes,"35A Main Street, Garforth, Leeds",LS25 1DS,440374,433163,53.793218,-1.388602,Leeds
469663,Mr Foleys Cask Ale House,"159 The Headrow, Leeds",LS1 5RG,429809,433758,53.799277,-1.548913,Leeds
469670,Mr Schnapps Sports Bar,"619 - 620 Roundhay Road, Leeds",LS8 4AR,432485,436654,53.825153,-1.507982,Leeds
469702,Mustard Pot,"20 Stainbeck Lane, Leeds",LS7 3QY,430417,437078,53.829081,-1.539356,Leeds
469704,My Bar Leeds,"69 St Pauls Street, Leeds",LS1 2TE,429517,433649,53.798305,-1.553357,Leeds
469717,MYA Lounge,"Unit B5 Sunshine Mills, Whingate Business Park, Wortley Road, Armley",LS12 3HT,426540,433385,53.796101,-1.598574,Leeds
469735,Nags Head,"Stonebridge Lane, Farnley, Leeds",LS12 5AQ,425150,432477,53.788009,-1.61975,Leeds
469753,Napoleons Casino And Restaurant,"2 Bingley Street, Woodhouse, Leeds",LS3 1LX,428932,433732,53.799093,-1.56223,Leeds
469757,Nation Of Shopkeepers,"29 - 35 Cookridge Street, Leeds",LS2 3AG,429901,433901,53.800557,-1.547503,Leeds
469783,Nelsons Arms,"Victoria Road, Morley, Leeds",LS27 8LS,426530,428572,53.752853,-1.599138,Leeds
469792,New Burley Club,"Burley Hill Drive, Burley, Leeds",LS4 2SZ,427023,435246,53.812803,-1.59108,Leeds
469796,New Farnley And District Community Association,"Low Moor Side, Farnley, Leeds",LS12 5EA,424653,431113,53.775773,-1.627401,Leeds
469802,New Headingley Club,"56 St Michaels Road, Headingley, Leeds",LS6 3BG,427757,435940,53.819002,-1.57987,Leeds
469806,New Inn,"18 Elland Road, Churwell, Morley, Leeds",LS27 7SS,427323,429648,53.762465,-1.587018,Leeds
469807,New Inn,"18 Westgate, Wetherby",LS22 6LL,440334,448258,53.928887,-1.387228,Leeds
469808,New Inn,"2 - 4 Town Gate, Guiseley, Leeds",LS20 9JA,419388,442202,53.87566,-1.706595,Leeds
469809,New Inn,"Cemetery Road, Yeadon, Leeds",LS19 7SU,421144,441253,53.867063,-1.679952,Leeds
469810,New Inn,"Church Street, Gildersome, Morley, Leeds",LS27 7AE,424216,429355,53.759993,-1.63417,Leeds
469811,New Inn,"Eccup Lane, Eccup, Leeds",LS16 8AU,428865,442951,53.881945,-1.562385,Leeds
469812,New Inn (Farsley),"33 Town Street, Farsley, Pudsey",LS28 5HX,421755,435314,53.81366,-1.671079,Leeds
469813,New Inn (Headingley),"68 Otley Road, Headingley, Leeds",LS6 4BA,427603,436832,53.827027,-1.58213,Leeds
469814,New Inn (Pudsey),"60 Carr Road, Calverley, Pudsey",LS28 5RH,420400,437131,53.830054,-1.691538,Leeds
469819,New Masons Arms,"26 Aberford Road, Oulton, Leeds",LS26 8JR,436171,427990,53.747035,-1.453002,Leeds
469822,New Scarborough Inn,"Dewsbury Road, Tingley, Wakefield",WF3 1LH,427817,425999,53.729651,-1.579852,Leeds
469826,New Travellers Rest,"Cross Gates Lane, Cross Gates, Leeds",LS15 7PF,436030,435042,53.810416,-1.454319,Leeds
469831,Newmarket Inn,"71 Main Street, Garforth, Leeds",LS25 1AF,440377,433397,53.795323,-1.388523,Leeds
469848,Nigel Bell Catering,"Masonic Lodge, Bruntcliffe Road, Morley, Leeds",LS27 0QG,425453,426972,53.738516,-1.615602,Leeds
469887,North Bar,"24 New Briggate, Leeds",LS1 6NU,430314,433826,53.799859,-1.54124,Leeds
469891,North Leeds Cricket Club,"Old Park Road, Gledhow, Leeds",LS8 1JX,432352,437524,53.832981,-1.509911,Leeds
469896,Northbar (Otley),"8 - 10 Bondgate, Otley",LS21 3AB,420276,445333,53.903767,-1.692883,Leeds
469902,Northern Snooker Centre,"92 Kirkstall Road, Burley, Leeds",LS3 1LT,428707,433896,53.800579,-1.565631,Leeds
469954,Old Ball,"Brownberrie Lane, Horsforth, Leeds",LS18 5SB,423973,439146,53.847995,-1.637097,Leeds
469955,Old Cock,"11 - 13 Crossgate, Otley",LS21 1AA,420325,445397,53.90434,-1.692133,Leeds
469957,Old Griffin Head,"Town Street, Gildersome, Morley, Leeds",LS27 7ES,424899,429121,53.757849,-1.623829,Leeds
469958,Old Hall Hotel,"Back Lane, Farsley, Pudsey",LS28 5EU,421855,435104,53.811768,-1.669575,Leeds
469960,Old Modernians Association,"Cookridge Lane, Cookridge, Leeds",LS16 7ND,425009,441458,53.868734,-1.621163,Leeds
469961,Old Red Lion,"York Road, Leeds",LS14 2AD,436201,436870,53.826842,-1.451508,Leeds
469962,Old Star Inn,"Main Street, East Keswick, Leeds",LS17 9EJ,436085,444376,53.89431,-1.45239,Leeds
469963,Old Tree Inn,"53 High Street, Kippax, Leeds",LS25 7AH,441883,430164,53.766147,-1.3661,Leeds
469964,Old Unicorn,"165 Town Street, Bramley, Leeds",LS13 3NA,424629,435018,53.810871,-1.627455,Leeds
469965,Old White Hart Inn,"45 Town Street, Beeston, Leeds",LS11 8BZ,428575,430737,53.772194,-1.567926,Leeds
470016,Oporto,"31 - 33 Call Lane, Leeds",LS1 7BT,430340,433316,53.795265,-1.540895,Leeds
470024,Orchard,"Dib Lane, Roundhay, Leeds",LS8 3HL,433797,436293,53.821818,-1.488076,Leeds
470037,Original Oak,"2 Otley Road, Headingley, Leeds",LS6 2DG,428028,436012,53.819643,-1.575747,Leeds
470045,Otley Conservative Club,"Boroughgate, Otley",LS21 3AG,420274,445536,53.905601,-1.692885,Leeds
470050,Otley Golf Club,"West Busk Lane, Otley, Lees",LS21 3NG,418014,444904,53.900002,-1.727336,Leeds
470051,Otley Rugby Union Football Club,"Cross Green, Otley, Leeds",LS21 1HE,420677,445632,53.906439,-1.686745,Leeds
470052,Otley Social Working Mens Club,"Weston Drive, Otley",LS21 2DJ,418969,446421,53.913586,-1.712709,Leeds
470056,Oulton And Woodlesford Sports And Social Club,"The Pavilion, Wakefield Road, Oulton, Leeds",LS26 8EL,436202,427404,53.741766,-1.4526,Leeds
470067,Outlaws Yacht Club,"38 New York Street, Leeds",LS2 7DY,430615,433429,53.796274,-1.536709,Leeds
470071,Owl And Heron,"Kirkgate Market, Kirkgate, Leeds",LS2 7HL,430464,433571,53.797559,-1.538987,Leeds
470139,Parnaby Tavern,"1 Middleton Road, Belle Isle, Leeds",LS10 2AB,431519,430586,53.770659,-1.523276,Leeds
470174,Pendas Arms,"Naburn Approach, Whinmoor, Leeds",LS14 2DF,435953,437606,53.833483,-1.455189,Leeds
470195,Phranakhon Tapas And Bar,"Basement, 11 York Place, Leeds",LS1 2DS,429601,433488,53.796862,-1.552097,Leeds
470204,Picture House,"117A Queen Street, Morley, Leeds",LS27 8HE,426486,427590,53.744019,-1.599889,Leeds
470305,Players Bar,"119 - 121 Albion Street, Leeds",LS2 8ER,430038,433906,53.800585,-1.545422,Leeds
470309,PMH Catering (Pudsey) Ltd,"Pudsey Masonic Hall, Church Lane, Pudsey",LS28 7RF,422171,433244,53.795037,-1.66491,Leeds
470322,Pool Sports And Social Club,"Memorial Hall, Arthington Lane, Pool In Wharfedale, Otley",LS21 1LG,424747,445121,53.901669,-1.624853,Leeds
470324,Pop World,"43 - 51 Cookridge Street, Leeds",LS2 3AW,429899,434049,53.801893,-1.547524,Leeds
470383,Preston,"468 Roundhay Road, Leeds",LS8 2HU,432629,436828,53.826701,-1.505776,Leeds
470398,Princess Hotel,"Apperley Lane, Rawdon, Leeds",LS19 6BJ,420294,439649,53.85268,-1.692983,Leeds
470413,Pryzm,"16 - 18 Woodhouse Lane, Woodhouse, Leeds",LS2 8LX,430079,433994,53.801382,-1.544791,Leeds
470422,Pudsey Liberal Club,"15 Lowtown, Pudsey, Leeds",LS28 7BQ,422416,433467,53.797031,-1.661174,Leeds
470427,Pudsey St Lawrence Cricket Club,"Tofts Road, Pudsey",LS28 7SQ,421666,433135,53.794079,-1.672583,Leeds
470428,Pudsey Tavern,"1A Lowtown, Pudsey",LS28 7BQ,422416,433467,53.797031,-1.661174,Leeds
470439,Q360 Lounge,"Unit 7 Clock Buildings, Roundhay Road, Leeds",LS8 2SH,432075,435919,53.818572,-1.514275,Leeds
470448,Queens Court,"Briggate, Leeds",LS1 6LY,430252,433323,53.795342,-1.54223,Leeds
470450,Queens Hotel,"Queen Street, Morley, Leeds",LS27 8DW,426438,427701,53.74502,-1.600608,Leeds
470452,Queenswood Social Club,"77 Queenswood Drive, Headingley, Leeds",LS6 3HT,426713,436099,53.820485,-1.595714,Leeds
470470,RAFA  Club,"56 New Road, Yeadon, Leeds",LS19 7NA,420081,440843,53.86342,-1.696144,Leeds
470475,Railway Inn (Calverley Bridge),"8 Calverley Bridge, Rodley, Leeds",LS13 1NF,422195,436834,53.827311,-1.664288,Leeds
470501,Ramgarhia Sports Centre,"Chapeltown Road, Chapeltown, Leeds",LS7 3AP,430754,434816,53.808731,-1.534461,Leeds
470514,Rawdon And Guiseley Conservative Club,"24 Leeds Road, Rawdon, Leeds",LS19 6NL,421023,439373,53.850171,-1.68192,Leeds
470515,Rawdon Cricket Club,"Larkfield Road, Rawdon, Leeds",LS19 6DZ,421359,439558,53.85182,-1.6768,Leeds
470527,Rebound Social,"Basement, City Central, 27 Wellington Street, Leeds",LS1 4EA,429636,433408,53.79614,-1.551577,Leeds
470538,Red Lion,"19 High Street, Wetherby",LS22 6LR,440423,448161,53.928008,-1.385885,Leeds
470540,Red Lion Inn,"60 Main Street, Shadwell, Leeds",LS17 8HH,434021,439940,53.85459,-1.484286,Leeds
470571,Revolucion De Cuba,"48 Call Lane, Leeds",LS1 6DT,430311,433328,53.795384,-1.541334,Leeds
470572,Revolution,"41 Cookridge Street, Leeds",LS2 3AW,429895,434046,53.801861,-1.54758,Leeds
470598,Robin Hood,"11 The Green, Kirk Lane, Yeadon, Leeds",LS19 7EP,420622,441119,53.865879,-1.687899,Leeds
470608,Rodley Social Club,"102 Town Street, Rodley, Leeds",LS13 1HP,422618,436293,53.822431,-1.657901,Leeds
470613,Rolands,"39 Call Lane, Leeds",LS1 7BT,430340,433316,53.795265,-1.540895,Leeds
470632,Rosebud Inn,"22 Westfield Road, Robin Hood, Leeds",LS26 0SJ,433131,427528,53.743093,-1.499146,Leeds
470645,Rothwell Labour Club,"Fifth Avenue, Rothwell, Leeds",LS26 0HG,435295,429068,53.756793,-1.466162,Leeds
470648,Rothwell WMC,"Marsh Street, Rothwell, Leeds",LS26 0BB,434579,428080,53.747952,-1.477131,Leeds
470659,Rowland Road WMC,"38 Rowland Road, Hunslet, Leeds",LS11 6ED,429785,431203,53.776306,-1.549523,Leeds
470662,Roxy Ball Room,"9A Merrion Street, Leeds",LS1 6PQ,430394,433897,53.800492,-1.540018,Leeds
470663,Roxy Ballroom,"First Floor, 63 Boar Lane, Leeds",LS1 6HW,430096,433392,53.795971,-1.544592,Leeds
470666,Royal Hotel,"30 Station Street, Pudsey",LS28 8PR,421823,432704,53.790199,-1.67023,Leeds
470667,Royal Park Hotel,"39 Queens Road, Woodhouse, Leeds",LS6 1NY,428394,434904,53.809656,-1.570275,Leeds
470679,Rudys Bar,"57 Lidget Hill, Pudsey",LS28 7LJ,422227,433514,53.797462,-1.66404,Leeds
470781,Sant Angelo,"High Street, Wetherby, Leeds",LS22 6LT,440447,448127,53.9277,-1.385524,Leeds
470783,Santiago,"1 - 3 Grand Arcade, Leeds",LS1 6PG,430368,433871,53.800261,-1.540415,Leeds
470793,Scarbrough Hotel,"3 Bishopgate Street, Leeds",LS1 5DY,429991,433327,53.795393,-1.546192,Leeds
470795,Scarcroft Golf Club,"Syke Lane, Scarcroft, Leeds",LS14 3BQ,436238,441881,53.871867,-1.450356,Leeds
470812,Seacroft Working Mens Club,"Ironwood View, Seacroft, Leeds",LS14 6EW,435088,435561,53.815154,-1.468565,Leeds
470814,Sela Bar,"Basement, 20 New Briggate, Leeds",LS1 6NU,430314,433826,53.799859,-1.54124,Leeds
470828,Seven Hills,"1 Brunswick Street, Morley, Leeds",LS27 9DJ,426305,428154,53.749096,-1.602589,Leeds
470894,Silks Gentlemens Lounge,"2 Sovereign Place, Leeds",LS1 4SP,429996,433200,53.794251,-1.546128,Leeds
470932,Slap And Pickle At Beer Hawk,"Beer Hawk, 16 Boar Lane, Leeds",LS1 6EN,430195,433358,53.795662,-1.543091,Leeds
470946,Slug And Lettuce,"14 Park Row, Leeds",LS1 5HU,429955,433670,53.798478,-1.546705,Leeds
470947,Slug And Lettuce,"24 - 28 Boar Lane, Leeds",LS1 5DA,429993,433370,53.79578,-1.546157,Leeds
470955,Smokestack,"159A Briggate, Leeds",LS1 6LY,430252,433323,53.795342,-1.54223,Leeds
470989,South Leeds Conservative Club,"Wooler Street, Beeston, Leeds",LS11 7JH,428939,430700,53.771842,-1.562407,Leeds
471001,Space Night Club,"Duncan Street, Leeds",LS1 6DL,430269,433380,53.795845,-1.541967,Leeds
471013,Spinning Wheel,"Admiral Street, Hunslet, Leeds",LS11 5NG,430134,431799,53.781652,-1.54417,Leeds
471018,Sports Bar (Airside),"Leeds And Bradford Airport, Whitehouse Lane, Yeadon, Leeds",LS19 7TU,422479,441500,53.869227,-1.659634,Leeds
